Zip,Weekday,Hour,Expected Trips,Expected Trips (Est)
7030,4,4,0,0.04100444167852402
7030,4,5,0,0.04069555178284645
7030,4,6,0,0.040386661887168884
7030,4,7,0,0.04007778316736221
7030,4,8,0,0.040265705436468124
7030,4,9,0,0.04049253463745117
7030,4,10,0,0.04071936383843422
7030,4,11,0,0.04094619303941727
7030,4,12,0,0.041173018515110016
7030,4,13,0,0.04139985144138336
7030,4,14,0,0.04162668064236641
7030,4,15,0,0.041853513568639755
7030,4,16,0,0.042080339044332504
7030,4,17,0,0.04202618449926376
7030,4,18,0,0.04213207587599754
7030,4,19,0,0.04223977029323578
7030,4,20,0,0.042347460985183716
7030,4,21,0,0.04245515540242195
7030,4,22,0,0.04256284981966019
7030,4,23,0,0.04267054423689842
7030,5,0,0,0.04524398222565651
7030,5,1,0,0.044677238911390305
7030,5,2,0,0.0441104955971241
7030,5,3,0,0.04323486611247063
7030,5,4,0,0.042346514761447906
7030,5,5,0,0.041458163410425186
7030,5,6,0,0.040771886706352234
7030,5,7,0,0.040463004261255264
7030,5,8,0,0.040154118090867996
7030,5,9,0,0.03984522819519043
7030,5,10,0,0.039595674723386765
7030,5,11,0,0.039278436452150345
7030,5,12,0,0.03896424546837807
7030,5,13,0,0.039071932435035706
7030,5,14,0,0.03917963430285454
7030,5,15,0,0.039287324994802475
7030,5,16,0,0.03939501941204071
7030,5,17,0,0.03950272127985954
7030,5,18,0,0.03961041569709778
7030,5,19,0,0.039718106389045715
7030,5,20,0,0.03982580453157425
7030,5,21,0,0.039933498948812485
7030,5,22,0,0.04004119336605072
7030,5,23,0,0.04043292626738548
7030,6,0,0,0.046099524945020676
7030,6,1,0,0.04553278163075447
7030,6,2,0,0.04496604576706886
7030,6,3,0,0.04451976343989372
7030,6,4,0,0.04433644935488701
7030,6,5,0,0.04344537854194641
7030,6,6,0,0.042437899857759476
7030,6,7,0,0.04143042117357254
7030,6,8,0,0.04056669771671295
7030,6,9,0,0.04013867676258087
7030,6,10,0,0.03971065580844879
7030,6,11,0,0.03928263112902641
7030,6,12,0,0.03885461390018463
7030,6,13,0,0.03842659667134285
7030,6,14,0,0.03799857944250107
7030,6,15,0,0.03757055848836899
7030,6,16,0,0.03714253380894661
7030,6,17,0,0.036981064826250076
7030,6,18,0,0.03708875551819801
7030,6,19,0,0.03778062388300896
7030,6,20,0,0.038648080080747604
7030,6,21,0,0.039515551179647446
7030,6,22,0,0.04038301110267639
7030,6,23,0,0.04125047102570534
7072,0,0,0,0.04250842332839966
7072,0,1,0,0.042476311326026917
7072,0,2,0,0.04259486123919487
7072,0,3,0,0.04320167750120163
7072,0,4,0,0.043808504939079285
7072,0,5,0,0.04441532865166664
7072,0,6,0,0.045022156089544296
7072,0,7,0,0.045628976076841354
7072,0,8,0,0.04756652191281319
7072,0,9,0,0.04948820918798447
7072,0,10,0,0.05106809362769127
7072,0,11,0,0.05264798551797867
7072,0,12,0,0.05422786995768547
7072,0,13,0,0.05580775812268257
7072,0,14,0,0.05738764628767967
7072,0,15,0,0.05896753817796707
7072,0,16,0,0.060547418892383575
7072,0,17,0,0.06208977848291397
7072,0,18,0,0.06351082772016525
7072,0,19,0,0.06493187695741653
7072,0,20,0,0.06635291874408722
7072,0,21,0,0.0677739679813385
7072,0,22,0,0.06818593293428421
7072,0,23,0,0.06857255101203918
7072,1,0,0,0.04028616100549698
7072,1,1,0,0.0402531735599041
7072,1,2,0,0.04022018238902092
7072,1,3,0,0.04018719121813774
7072,1,4,0,0.04075351357460022
7072,1,5,0,0.041693586856126785
7072,1,6,0,0.042633652687072754
7072,1,7,0,0.04357372596859932
7072,1,8,0,0.044513799250125885
7072,1,9,0,0.04600806161761284
7072,1,10,0,0.047587063163518906
7072,1,11,0,0.04916607216000557
7072,1,12,0,0.050745073705911636
7072,1,13,0,0.0523240752518177
7072,1,14,0,0.05390307679772377
7072,1,15,0,0.05548951029777527
7072,1,16,0,0.05708860233426094
7072,1,17,0,0.05767000839114189
7072,1,18,0,0.05825142189860344
7072,1,19,0,0.05883282423019409
7072,1,20,0,0.05941423773765564
7072,1,21,0,0.05999564751982689
7072,1,22,0,0.060524921864271164
7072,1,23,0,0.060947485268116
7072,2,0,0,0.037193167954683304
7072,2,1,0,0.038074519485235214
7072,2,2,0,0.03901459276676178
7072,2,3,0,0.039954666048288345
7072,2,4,0,0.04089473560452461
7072,2,5,0,0.04183480143547058
7072,2,6,0,0.042774878442287445
7072,2,7,0,0.04371495172381401
7072,2,8,0,0.044706713408231735
7072,2,9,0,0.04572733864188194
7072,2,10,0,0.04674797132611275
7072,2,11,0,0.047578584402799606
7072,2,12,0,0.04752105474472046
7072,2,13,0,0.04746353253722191
7072,2,14,0,0.04740601405501366
7072,2,15,0,0.04766729474067688
7072,2,16,0,0.04824870452284813
7072,2,17,0,0.04883011057972908
7072,2,18,0,0.04941152036190033
7072,2,19,0,0.04999293014407158
7072,2,20,0,0.05076067894697189
7072,2,21,0,0.05162644013762474
7072,2,22,0,0.052492205053567886
7072,2,23,0,0.053357966244220734
7072,3,0,0,0.0395357683300972
7072,3,1,0,0.039441224187612534
7072,3,2,0,0.039565157145261765
7072,3,3,0,0.0403529591858387
7072,3,4,0,0.041373591870069504
7072,3,5,0,0.04239422082901001
7072,3,6,0,0.04309527948498726
7072,3,7,0,0.04303776100277901
7072,3,8,0,0.04298023879528046
7072,3,9,0,0.042922716587781906
7072,3,10,0,0.042865194380283356
7072,3,11,0,0.04306513071060181
7072,3,12,0,0.043291959911584854
7072,3,13,0,0.0435187928378582
7072,3,14,0,0.04374562203884125
7072,3,15,0,0.043972451239824295
7072,3,16,0,0.04419928416609764
7072,3,17,0,0.04442610964179039
7072,3,18,0,0.04465293511748314
7072,3,19,0,0.044879768043756485
7072,3,20,0,0.045106593519449234
